x,y
0.0,0.018143807754946117
0.02501250625312656,0.1366513749377819
0.05002501250625312,0.17294456497795666
0.0750375187593797,0.20454997104650788
0.10005002501250625,0.28572219109473074
0.12506253126563283,0.3367154207353851
0.1500750375187594,0.323240546009984
0.17508754377188596,0.41308323158027277
0.2001000500250125,0.4467748723814351
0.22511255627813906,0.4943496673226322
0.25012506253126565,0.5876553432821985
0.2751375687843922,0.5915537941901243
0.3001500750375188,0.6615803511081716
0.32516258129064535,0.6487115020565034
0.3501750875437719,0.6933481317732606
0.3751875937968984,0.8226501071460017
0.400200100050025,0.7927395806070399
0.42521260630315155,0.8493914490001016
0.4502251125562781,0.8927299301612205
0.4752376188094047,0.9316707259208382
0.5002501250625313,0.9671547338429525
0.5252626313156579,1.0127368653835525
0.5502751375687844,1.1271200139635211
0.575287643821911,1.158706674852345
0.6003001500750376,1.139114219919281
0.6253126563281641,1.2260631716407395
0.6503251625812907,1.2730789653777126
0.6753376688344173,1.3429120133770307
0.7003501750875438,1.333352703066847
0.7253626813406704,1.3947700893446555
0.7503751875937968,1.3960056381641694
0.7753876938469234,1.4298627742398884
0.80040020010005,1.5042486794122698
0.8254127063531765,1.5005282426963493
0.8504252126063031,1.5765387162890312
0.8754377188594297,1.6283597862192207
0.9004502251125562,1.6002239175539064
0.9254627313656828,1.6199819806123392
0.9504752376188094,1.6716418855922968
0.9754877438719359,1.730897953869065
1.0005002501250626,1.6885706637299365
1.0255127563781892,1.7494157000214663
1.0505252626313157,1.7953351055474054
1.0755377688844423,1.7868788660109847
1.1005502751375689,1.8325654926512405
1.1255627813906954,1.880432832459797
1.150575287643822,1.8266759119768239
1.1755877938969486,1.8600563443897233
1.2006003001500751,1.9150090075395279
1.2256128064032017,1.9345537377436837
1.2506253126563283,1.9340894876639674
1.2756378189094548,1.9825325956274666
1.3006503251625814,2.012870697402044
1.325662831415708,2.01648771502381
1.3506753376688345,2.021980370438814
1.375687843921961,1.985003902892831
1.4007003501750876,1.9874793380768931
1.4257128564282142,1.993315942729756
1.4507253626813408,2.030084935493184
1.4757378689344671,2.0386625578207416
1.5007503751875937,2.060412643608627
1.5257628814407203,2.030641031356249
1.5507753876938468,2.0009902876284773
1.5757878939469734,2.001563996280497
1.6008004002001,2.045773462400015
1.6258129064532265,2.014671822278761
1.650825412706353,2.0118894575027415
1.6758379189594796,2.0711319223863223
1.7008504252126062,2.010801771347651
1.7258629314657328,2.0558791251915913
1.7508754377188593,1.9864720551192778
1.775887943971986,1.964436692969842
1.8009004502251125,2.035371954690265
1.825912956478239,2.0039317663143352
1.8509254627313656,1.9369425800537952
1.8759379689844922,1.986377112026888
1.9009504752376187,1.9502894257346293
1.9259629814907453,1.9508790667778333
1.9509754877438719,1.917760880113407
1.9759879939969984,1.9027141679193427
2.001000500250125,1.857044627573003
2.0260130065032516,1.8075097199504557
2.0510255127563783,1.8077067084664555
2.0760380190095047,1.8475388958820262
2.1010505252626315,1.7613725342904445
2.126063031515758,1.7570107044177927
2.1510755377688846,1.710496641277292
2.176088044022011,1.6891719456885197
2.2011005502751377,1.6361682501715653
2.226113056528264,1.622744084153362
2.251125562781391,1.5658675945963334
2.276138069034517,1.6005484940020613
2.301150575287644,1.5355455917604683
