re,im
0.08013723376698215,0.0002786402786465395
-0.08027200802678207,0.0002786347785259734
0.042653923237695436,0.000278618278381636
-0.03441855954410748,0.00027859077886458795
-0.028156343540113815,0.000278552281060467
-0.10522635597188842,0.0002785027864894418
0.08437117589512072,0.0002784422971051216
-0.09269735523865541,0.0002783708152957603
0.0135678333028565,0.00027828834388336635
0.10316646418113497,0.000278194886123473
-0.040568359947170625,0.0002780904457061048
0.015696443579524256,0.00027797502675378936
-0.04470604256249701,0.0002778486338234809
0.044890614327513324,0.00027771127190499584
-0.06551385301547145,0.00027756294642103483
-0.025919681812489246,0.00027740366322681566
-0.052993779230830707,0.000277233428611396
-0.0967364023742807,0.0002770522492948043
-0.05714782827336287,0.00027686013242968747
-0.01756154387558839,0.0002766570856006557
-0.044644576035705416,0.0002764431168237277
0.04493626849404504,0.00027621823454569017
0.017847333073671003,0.000275982447644888
-0.1259116388148329,0.00027573576542942735
-0.0030074635577549886,0.0002754781976382957
-0.030107117399937988,0.0002752097544394099
-0.10721094643505849,0.0002749304464307325
-0.06765229659591152,0.00027464028463895904
-0.09476501364470119,0.00027433928051874725
-0.15521584316333925,0.0002740274459533508
-0.01567163054374874,0.00027370479325417897
-0.12613282097817727,0.0002733713351579473
0.046733840550482804,0.00027302708482954905
-0.047071990721633386,0.00027267205585942826
-0.024217159329701046,0.00027230626226340646
-0.05136870957055235,0.0002719297184825541
0.07147331450697016,0.00027154243938187734
0.09430852911164504,0.00027114444025076343
-0.11619658928050099,0.00027073573680128456
-0.026709003916580435,0.00027031634516867646
-0.07056221775724138,0.0002698862819091429
0.08557682653292326,0.00026944556400181486
0.07504128659495674,0.0002689942088448002
-0.06883597961489402,0.00026853223425712453
-0.04605491381562321,0.0002680596584764139
0.04338414260807693,0.0002675765001596346
-0.0338525513846546,0.0002670827783806635
-0.07776503648133207,0.00026657851263109914
-0.055020253006619696,0.0002660637228179856
-0.06561854091284629,0.00026553842926487116
-0.09289333977053033,0.0002650026527090811
-0.0035116887589231455,0.00026445641430267343
-0.08080702665656622,0.0002638997356095597
-0.1747796918318647,0.00026333263860682765
0.031236777766323078,0.0002627551456822953
0.003908744618079089,0.0002621672796346666
-0.02343052835819711,0.00026156906367177674
-0.23411477779642892,0.00026096052140994817
-0.07814413987352098,0.00026034167687360733
-0.12218555030003518,0.00025971255449361866
0.000427455689114953,0.0002590731791070441
0.00636124334395075,0.00025842357595458305
-0.004384321591304617,0.00025776377068201825
-0.09847637286897634,0.0002570937893370441
-0.07591484372871225,0.00025641365836966915
-0.03670016688827316,0.00025572340462958674
-0.13083237453434599,0.00025502305536794347
-0.041645298313378126,0.00025431263823257576
-0.0858056693224311,0.0002535921812695732
0.003352881899941207,0.0002528617129216021
-0.04083647461720488,0.0002521212620262485
-0.0017073682681245544,0.00025137085781476144
-0.12925992786132884,0.0002506105299127815
-0.05682778161055034,0.00024984030833581644
-0.06774455712573517,0.0002490602234913098
0.07132301859594335,0.0002482703061757855
0.010374519179046502,0.0002474705875736918
-0.16725688112119405,0.00024666109925638286
-0.16157130740996267,0.00024584187318134484
0.06076431585602559,0.0002450129416899873
-0.20025033512261312,0.000244174337507325
0.055384616520904026,0.00024332609373984535
0.04433564832833431,0.00024246824387479557
-6.426147480687519e-5,0.00024160082177858278
-0.06114863397049168,0.0002407238616958319
-0.022250889539451407,0.00023983739824725363
0.0666285521475236,0.00023894146642858112
-0.07784372786174454,0.00023803610161016961
0.027665352207824505,0.00023712133953400163
-0.03351112513281755,0.0002361972163135262
-0.011373276628260277,0.00023526376843076014
-0.1392548182700789,0.00023432103273782526
-0.05048906528830632,0.000233369046451714
-0.028409832142936166,0.00023240784715493186
-0.05635043251545763,0.00023143747279453475
-0.06764457930041766,0.0002304579616791258
-0.04562568459701848,0.00022946935247766836
-0.023627359700742524,0.0002284716842193241
-0.0016499150950108118,0.00022746499628982582
0.036973339557124625,0.00022644932843215535
0.04224199542125997,0.00022542472074242823
0.09748924449988312,0.0002243912136708231
-0.08061852035941489,0.00022334884801834668
-0.07541470545576168,0.00022229766493574933
-0.02023291622685913,0.00022123770592186434
-0.1150733572408736,0.00022016901282251224
-0.04326953218835918,0.00021909162782709086
-0.054821743874216726,0.00021800559346964735
-0.04973009420968737,0.0002169109526244565
-0.1113280842043815,0.0002158077485062406
-0.039616113958344044,0.00021469602466804157
0.09873921734584783,0.00021357582499795447
0.02040411145094425,0.00021244719372028885
-0.024621428967147186,0.00021131017539097405
0.13032909970842715,0.0002101648148980528
-0.18141149795678102,0.00020901115745755884
-0.04317631644080393,0.00020784924861487833
-0.021632449257583994,0.00020667913423977666
0.016553211050670633,0.00020550086052612603
0.08804727292108322,0.0002043144739905206
0.009516045777672623,0.00020312002146934986
-0.01904045996112278,0.00020191755011739662
0.10237746712503874,0.0002007071074066026
-0.05956376053415236,0.00019948874112246437
-0.021530929492252996,0.00019826249936458616
0.033142474721297416,0.0001970284305426568
-0.062210332391496086,0.0001957865833756638
-0.040923134289904635,0.00019453700688981337
-0.08632921338722886,0.00019327975041577667
-0.08176215104360031,0.00019201486358828477
-0.01055542755882002,0.00019074239634276024
-0.03937592216524125,0.00018946239891382897
-0.08489061302069467,0.00018817492183394687
-0.01376607720145197,0.00018688001593033927
-0.1593359906952388,0.00018557773232368683
0.01173287160571523,0.00018426812242611877
-0.017226364088419686,0.00018295123793837063
-0.04621397045821349,0.00018162713084903982
-0.09189661906815655,0.0001802958534316018
-0.07094128035988966,0.00017895745824284839
0.049985376354526226,0.000177611998119459
-0.012450317100704968,0.0001762595261789648
-0.008248427758478113,0.0001749000958141141
-0.020742421502188566,0.00017353376069285448
-0.0999325630591877,0.00017216057475596676
-0.062485715994275416,0.00017078059221433312
-0.025068642703247594,0.00016939386754731098
